,STNID,Lat,Long,Elevation,State,Sta.Name,GSNFlag,HCNFlag,WMOID,Method,ANNprcp_100thIN,ANNprcp_IN,FLAG1,AvgAnnNDS
6697,USC00488070,42.1569,-106.9153,2084.2,WY,SEMINOE DAM,,,NA,TRADITIONAL,1398,13.98,R,36
6698,USC00488124,44.5478,-107.7633,1306.1,WY,SHELL 1NE,,,NA,TRADITIONAL,1059,10.59,R,31.5
6699,USC00488160,44.8406,-106.8383,1143,WY,SHERIDAN FLD STA,,HCN,NA,TRADITIONAL,1325,13.25,S,37.7
6700,USC00488192,42.3667,-106.105,2150.4,WY,SHIRLEY BASIN,,,NA,TRADITIONAL,1082,10.82,R,32
6701,USC00488209,43.2372,-108.1097,1474.3,WY,SHOSHONI,,,NA,TRADITIONAL,753,7.53,R,20.7
6702,USC00488315,44.1333,-110.6658,2097.6,WY,SNAKE RIVER,,,NA,TRADITIONAL,2999,29.99,R,87.8
6703,USC00488626,44.5772,-106.8969,1549.3,WY,STORY,,,NA,TRADITIONAL,2726,27.26,R,65.5
6704,USC00488705,44.4125,-104.3606,1417.3,WY,SUNDANCE,,,NA,TRADITIONAL,1920,19.2,S,49.7
6705,USC00488758,44.0761,-108.9547,1901.3,WY,SUNSHINE 3NE,,,NA,TRADITIONAL,1364,13.64,R,40.9
6706,USC00488808,41.7644,-105.375,1855,WY,SYBILLE RSCH UNIT,,,NA,TRADITIONAL,1595,15.95,R,43.5
6707,USC00488852,44.0647,-107.3819,1467.6,WY,TENSLEEP 4NE,,,NA,TRADITIONAL,1313,13.13,R,36.8
6708,USC00488858,43.8111,-107.365,1426.5,WY,TENSLEEP 16SSE,,,NA,TRADITIONAL,1357,13.57,R,38.9
6709,USC00488875,43.6483,-108.2036,1314.6,WY,THERMOPOLIS,,,NA,TRADITIONAL,1171,11.71,R,32.1
6710,USC00488884,43.7536,-108.1436,1304.8,WY,THERMOPOLIS 9NE,,,NA,TRADITIONAL,1269,12.69,R,33.9
6711,USC00488888,43.7125,-108.6964,1735.8,WY,THERMOPOLIS 25WNW,,,NA,TRADITIONAL,1245,12.45,R,34.9
6712,USC00488995,42.0803,-104.2236,1249.1,WY,TORRINGTON EXP FARM,,HCN,NA,TRADITIONAL,1438,14.38,R,36
6713,USC00488997,42.4881,-104.1564,1481.3,WY,TORRINGTON 29N,,,NA,TRADITIONAL,1493,14.93,R,36.4
6714,USC00489025,44.9167,-110.4203,1909.9,WY,TOWER FALLS,,,NA,TRADITIONAL,1642,16.42,R,51.1
6715,USC00489205,44.0928,-104.6114,1316.7,WY,UPTON,,,NA,TRADITIONAL,1499,14.99,R,40.8
6716,USC00489207,43.9269,-104.7456,1456.9,WY,UPTON 13 SW,,,NA,TRADITIONAL,1391,13.91,R,36.5
6717,USC00489459,41.6667,-107.9667,2054.4,WY,WAMSUTTER,,,NA,TRADITIONAL,818,8.18,R,25.3
6718,USC00489467,44.4736,-109.4256,1719.1,WY,WAPITI 1NE,,,NA,TRADITIONAL,1013,10.13,R,33
6719,USC00489580,44.6406,-105.3053,1074.4,WY,WESTON 1 E,,,NA,TRADITIONAL,1327,13.27,R,35.2
6720,USC00489604,42.2494,-104.6281,1308.8,WY,WHALEN DAM USBR,,,NA,TRADITIONAL,1380,13.8,R,34.9
6721,USC00489615,42.1106,-104.9492,1413.7,WY,WHEATLAND 4 N,,HCN,NA,TRADITIONAL,1369,13.69,S,34.2
6722,USC00489770,44.0108,-107.9686,1237.5,WY,WORLAND,,HCN,NA,TRADITIONAL,782,7.82,S,23.1
6723,USC00489805,43.7472,-105.7331,1530.1,WY,WRIGHT 12W,,,NA,TRADITIONAL,1363,13.63,R,37.6
6724,USC00489905,44.9767,-110.6964,1898.9,WY,YELLOWSTONE PK MAMMOTH,,HCN,NA,TRADITIONAL,1441,14.41,R,45.9
6725,USC00500243,60.9583,-149.1108,82.9,AK,ALYESKA,,,NA,TRADITIONAL,7069,70.69,S,126.8
6726,USC00500275,61.1561,-149.9847,39.9,AK,ANCHORAGE FRCST OFC,,,NA,TRADITIONAL,1667,16.67,R,49.4
6727,USC00500302,61.6244,-149.3397,139.6,AK,ANDERSON LAKE,,,NA,TRADITIONAL,1895,18.95,R,52.5
6728,USC00500464,58.3814,-134.645,13.4,AK,AUKE BAY,,,NA,TRADITIONAL,6358,63.58,S,150.6
6729,USC00500657,55.38,-131.4683,10.7,AK,BEAVER FALLS,,,NA,TRADITIONAL,16106,161.06,R,191.4
6730,USC00500707,61.5633,-149.1542,38.7,AK,BENS FARM,,,NA,TRADITIONAL,1381,13.81,R,41.6
6731,USC00500788,60.8142,-152.297,18.3,AK,BIG RIVER LAKES,,,NA,TRADITIONAL,5498,54.98,R,101.7
6732,USC00501240,61.0183,-147.5147,25.9,AK,CANNERY CREEK,,,NA,TRADITIONAL,12091,120.91,R,168.6
6733,USC00501243,63.3953,-148.895,649.8,AK,CANTWELL 2 E,,,NA,TRADITIONAL,1653,16.53,R,48.5
6734,USC00501492,67.5111,-148.4925,577.6,AK,CHANDALAR LAKE,,,NA,TRADITIONAL,833,8.33,R,27.8
6735,USC00501926,62.8256,-149.9061,412.7,AK,CHULITNA RIVER,,,NA,TRADITIONAL,3395,33.95,R,78.6
6736,USC00502107,64.8603,-147.8483,182,AK,COLLEGE OBSY,,,NA,TRADITIONAL,1214,12.14,R,36.3
6737,USC00502112,64.925,-147.8803,298.1,AK,COLLEGE 5 NW,,,NA,TRADITIONAL,1335,13.35,R,39.1
6738,USC00502126,70.4322,-150.4094,1.5,AK,COLVILLE VILLAGE,,,NA,TRADITIONAL,494,4.94,R,14.9
6739,USC00502173,60.5561,-145.7531,7.6,AK,CORDOVA NORTH,,,NA,TRADITIONAL,14836,148.36,R,176.3
6740,USC00502350,64.0839,-145.6136,323.1,AK,DELTA 5 NE,,,NA,TRADITIONAL,1228,12.28,R,36.4
6741,USC00502352,63.9647,-145.105,342.9,AK,DELTA JUNCTION 20SE,,,NA,TRADITIONAL,1112,11.12,R,33.2
6742,USC00502457,59.05,-158.5167,26.2,AK,DILLINGHAM FAA AP,,,70321,TRADITIONAL,2532,25.32,R,69.6
6743,USC00502568,63.6772,-144.6011,411.5,AK,DRY CREEK,,,NA,TRADITIONAL,1671,16.71,R,42.6
6744,USC00502587,53.895,-166.5433,3,AK,DUTCH HARBOR,,,NA,TRADITIONAL,6163,61.63,R,127.7
6745,USC00502707,64.6667,-147.1,166.7,AK,EIELSON FLD,,,NA,TRADITIONAL,1165,11.65,R,34.5
6746,USC00502785,58.1919,-136.3436,6.1,AK,ELFIN COVE,,,NA,TRADITIONAL,10250,102.5,R,183.5
6747,USC00502965,64.8172,-147.8739,130.1,AK,FAIRBANKS AP #2,,,NA,TRADITIONAL,1070,10.7,P,32.4
6748,USC00503009,62.5422,-153.6206,323.1,AK,FAREWELL LAKE,,,NA,TRADITIONAL,1735,17.35,R,44.2
6749,USC00503163,61.2272,-149.6503,143.3,AK,FT RICHARDSON WTP,,,NA,TRADITIONAL,1504,15.04,R,47.6
6750,USC00503212,64.7408,-156.8756,46.3,AK,GALENA,,,NA,TRADITIONAL,1237,12.37,R,43
6751,USC00503299,61.1,-149.6936,688.8,AK,GLEN ALPS,,,NA,TRADITIONAL,2651,26.51,S,71.7
6752,USC00503504,59.4503,-136.3614,249.9,AK,HAINES 40 NW,,,NA,TRADITIONAL,4653,46.53,R,105.5
6753,USC00503573,61.9872,-152.0758,304.8,AK,HAYES RIVER,,,NA,TRADITIONAL,3512,35.12,R,80.5
6754,USC00503585,63.8717,-149.0169,448.1,AK,HEALY 2 NW,,,NA,TRADITIONAL,1517,15.17,R,45.2
6755,USC00503672,59.7444,-151.5514,329.2,AK,HOMER 8 NW,,,NA,TRADITIONAL,2931,29.31,S,81.9
6756,USC00503682,59.7161,-151.3256,156.1,AK,HOMER 9 E,,,NA,TRADITIONAL,2211,22.11,R,67
6757,USC00503720,60.8983,-149.6286,54.9,AK,HOPE,,,NA,TRADITIONAL,2032,20.32,R,58.7
6758,USC00503933,59.555,-154.4983,36.6,AK,INTRICATE BAY,,,NA,TRADITIONAL,3536,35.36,R,87.1
6759,USC00504094,58.2989,-134.4111,15.2,AK,JUNEAU DWTN,,,NA,TRADITIONAL,9222,92.22,R,174.5
6760,USC00504550,60.6692,-151.3228,38.4,AK,KENAI 9N,,,NA,TRADITIONAL,2131,21.31,R,61.9
6761,USC00504621,64.9156,-148.2711,487.7,AK,KEYSTONE RIDGE,,,NA,TRADITIONAL,1583,15.83,R,44.8
6762,USC00504812,58.1914,-152.3722,18.3,AK,KITOI BAY,,,NA,TRADITIONAL,6827,68.27,R,141.2
6763,USC00505136,70.3167,-149.5833,19.5,AK,KUPARUK,,,NA,TRADITIONAL,380,3.8,R,11.3
6764,USC00505397,62.4528,-146.6789,723.9,AK,LAKE SUSITNA,,,NA,TRADITIONAL,1265,12.65,R,36.6
6765,USC00505464,61.6294,-149.0297,221.9,AK,LAZY MTN,,,NA,TRADITIONAL,1889,18.89,R,53.4
6766,USC00505519,56.3936,-134.6625,4.3,AK,LITTLE PORT WALTER,,,NA,TRADITIONAL,23659,236.59,R,206.5
6767,USC00505604,60.5181,-148.093,17.4,AK,MAIN BAY,,,NA,TRADITIONAL,20476,204.76,R,188.2
6768,USC00505733,61.5664,-149.2542,52.4,AK,MATANUSKA EXPERIMENT FARM,,,NA,TRADITIONAL,1462,14.62,R,46.7
6769,USC00505757,61.4181,-142.9961,381,AK,MCCARTHY 3 SW,,,NA,TRADITIONAL,1832,18.32,R,50.8
6770,USC00505778,63.7175,-148.9692,630.9,AK,MCKINLEY PARK,,,NA,TRADITIONAL,1506,15.06,R,42.5
6771,USC00505894,60.5028,-149.4264,141.1,AK,MOOSE PASS 3 NW,,,NA,TRADITIONAL,2938,29.38,R,65.7
6772,USC00506147,62.3978,-142.9967,890,AK,NABESNA,,,NA,TRADITIONAL,1158,11.58,R,30.9
6773,USC00506581,64.7581,-147.3253,144.8,AK,NORTH POLE,,,NA,TRADITIONAL,1182,11.82,R,34.3
6774,USC00506777,61.8,-144.9833,402.3,AK,OLD EDGERTON,,,NA,TRADITIONAL,1077,10.77,R,35.7
6775,USC00506870,61.5889,-149.0992,65.8,AK,PALMER JOB CORPS,,,NA,TRADITIONAL,1600,16,R,48.3
6776,USC00507141,57.9578,-136.2214,3.7,AK,PELICAN,,,NA,TRADITIONAL,15071,150.71,R,195.2
6777,USC00507557,56.2472,-134.6447,3.7,AK,PORT ALEXANDER,,,NA,TRADITIONAL,16263,162.63,R,200.4
6778,USC00507570,60.2036,-154.3164,79.2,AK,PORT ALSWORTH,,,NA,TRADITIONAL,1323,13.23,R,40.6
6779,USC00507738,60.0503,-148.0672,12.2,AK,PORT SAN JUAN,,,NA,TRADITIONAL,13123,131.23,R,174
6780,USC00507780,70.25,-148.3333,22.9,AK,PRUDHOE BAY,,,NA,TRADITIONAL,404,4.04,P,12.1
6781,USC00507783,62.0911,-152.735,566.3,AK,PUNTILLA,,,70249,TRADITIONAL,1456,14.56,R,47.6
6782,USC00508140,64.4942,-146.9767,207.3,AK,SALCHA,,,NA,TRADITIONAL,1392,13.92,R,37.7
6783,USC00508377,60.3539,-149.3483,138.4,AK,SEWARD 19N,,,NA,TRADITIONAL,4471,44.71,R,99.9
6784,USC00508470,61.5175,-144.1914,365.8,AK,SILVER LAKE,,,NA,TRADITIONAL,1507,15.07,R,46.6
6785,USC00508547,62.7089,-143.9808,668.1,AK,SLANA,,,NA,TRADITIONAL,1510,15.1,R,40.2
6786,USC00508594,62.0303,-146.6931,704.7,AK,SNOWSHOE LAKE,,,NA,TRADITIONAL,1098,10.98,R,32.3
6787,USC00508625,62.5333,-145.5167,597.4,AK,SOURDOUGH 1 N,,,NA,TRADITIONAL,1566,15.66,R,47.1
6788,USC00508915,61.7139,-148.9089,167.6,AK,SUTTON 1 W,,,NA,TRADITIONAL,1835,18.35,R,52.8
6789,USC00508945,61.8167,-147.55,798.6,AK,TAHNETA PASS,,,NA,TRADITIONAL,1437,14.37,R,43.1
6790,USC00509313,63.3519,-143.0422,493.8,AK,TOK,,,NA,TRADITIONAL,945,9.45,R,26.6
6791,USC00509385,61.6511,-145.1703,481.3,AK,TONSINA,,,NA,TRADITIONAL,1241,12.41,R,41.6
6792,USC00509460,59.4356,-151.4136,19.2,AK,TUTKA BAY LAGOON,,,NA,TRADITIONAL,6770,67.7,R,109.8
6793,USC00509489,64.8656,-146.9542,184.4,AK,TWO RIVERS,,,NA,TRADITIONAL,1468,14.68,R,44.4
6794,USC00509641,64.8569,-147.8611,144.8,AK,UNIVERSITY EXP STN,,,NA,TRADITIONAL,1217,12.17,R,37.2
6795,USC00509790,61.7067,-149.9978,82.3,AK,WHITES CROSSING,,,NA,TRADITIONAL,2181,21.81,R,61.1
6796,USC00509793,64.1539,-145.8894,307.8,AK,WHITESTONE FARMS,,,NA,TRADITIONAL,1241,12.41,R,36.5
6797,USC00509829,60.7764,-148.6858,18.3,AK,WHITTIER,,,NA,TRADITIONAL,21460,214.6,S,185
6798,USC00510123,21.3947,-157.91,235.9,HI,AIEA HEIGHTS 764.6,,,NA,TRADITIONAL,5869,58.69,S,118.3
6799,USC00510248,21.3131,-158.1142,3,HI,CAMPBELL IND PK 702.5,,,NA,TRADITIONAL,1782,17.82,S,28.3
6800,USC00510746,19.5189,-155.1414,670.6,HI,GLENWOOD NO. 2 55.4,,,NA,TRADITIONAL,24002,240.02,R,256.7
6801,USC00510840,20.1,-155.4667,140.5,HI,HAINA 214,,,91199,TRADITIONAL,7300,73,R,110.9
6802,USC00511004,20.7603,-156.2469,2121.4,HI,HALEAKALA RS 338,,,NA,TRADITIONAL,4974,49.74,S,69.8
6803,USC00511065,19.7614,-155.4561,2822.4,HI,HALEPOHAKU 111,,,NA,TRADITIONAL,2423,24.23,R,29
6804,USC00511086,20.9233,-156.3403,97.5,HI,HAMAKUAPOKO 485,,,NA,TRADITIONAL,4446,44.46,S,103.4
6805,USC00511125,20.7947,-156.0153,22.9,HI,HANA AP 355,,,NA,TRADITIONAL,7923,79.23,R,156.1
6806,USC00511303,19.43,-155.2567,1210.4,HI,HAWAII VOL NP HQ 54,,,NA,TRADITIONAL,10266,102.66,S,164
6807,USC00511856,20.085,-155.4825,329.2,HI,HONOKAA TOWN 215,,,NA,TRADITIONAL,9322,93.22,R,111
6808,USC00511880,19.6786,-156.0214,9.1,HI,HONOKOHAU HARBOR 68.14,,,NA,TRADITIONAL,1872,18.72,R,28.1
6809,USC00511918,21.3153,-157.9992,0.9,HI,HONOLULU OBSERV. 702.2,,,NA,TRADITIONAL,1787,17.87,S,28
6810,USC00512161,21.9828,-159.6831,243.8,HI,HUKIPO 945,,,NA,TRADITIONAL,2436,24.36,R,30
6811,USC00512558,20.5569,-156.575,365.8,HI,KAHOOLAWE 499.6,,,NA,TRADITIONAL,1724,17.24,R,29
6812,USC00512802,19.7508,-155.1361,390.1,HI,KAIWIKI HOMESTEAD  89.11,,,NA,TRADITIONAL,20968,209.68,R,214.6
6813,USC00512960,21.3753,-157.8222,277.4,HI,KALIHI RSCH SITE 777,,,NA,TRADITIONAL,12057,120.57,S,177.8
6814,USC00513054,19.0106,-155.6592,317,HI,KAMAOA PUUEO 5.1,,,NA,TRADITIONAL,3325,33.25,S,55.5
6815,USC00513099,22.1297,-159.6586,1097.3,HI,KANALOHULUHULU 1075,,,NA,TRADITIONAL,6176,61.76,S,92.5
6816,USC00513113,21.4167,-157.8167,57.9,HI,KANEOHE MAUKA 781,,,NA,TRADITIONAL,7480,74.8,R,144
6817,USC00513117,21.4233,-157.8014,14.6,HI,KANEOHE 838.1,,,NA,TRADITIONAL,5290,52.9,R,98.9
6818,USC00513208,21.6039,-157.9011,0.9,HI,KAPAKA FARM 904.1,,,NA,TRADITIONAL,5452,54.52,R,102.6
6819,USC00513300,19.2753,-155.4514,652.3,HI,KAPAPALA RCH 36,,,NA,TRADITIONAL,5788,57.88,S,76.4
6820,USC00513317,20.9625,-156.6753,73.2,HI,KAPALUA W MAUI AP 462.4,,,NA,TRADITIONAL,2901,29.01,R,58.2
6821,USC00513368,19.5014,-154.8222,6.1,HI,KAPOHO BEACH 93.11,,,NA,TRADITIONAL,8218,82.18,R,158.2
6822,USC00513910,20.8611,-156.3828,146.3,HI,KEAHUA 410,,,NA,TRADITIONAL,2384,23.84,S,47.3
6823,USC00513911,19.7281,-156.0589,6.1,HI,KE-AHOLE PT 68.13,,,NA,TRADITIONAL,1196,11.96,R,18
6824,USC00514080,19.2922,-155.1417,88.4,HI,KEALAKOMO 38.8,,,NA,TRADITIONAL,5330,53.3,R,75.5
6825,USC00514272,22.0025,-159.7547,3,HI,KEKAHA 944,,,NA,TRADITIONAL,1955,19.55,R,28.6
6826,USC00514489,20.7911,-156.4422,48.8,HI,KIHEI 311,,,NA,TRADITIONAL,1208,12.08,S,17.3
6827,USC00514500,21.6792,-157.9453,7.6,HI,KII-KAHUKU 911,,,NA,TRADITIONAL,3556,35.56,S,70.2
6828,USC00514561,22.2139,-159.4044,118.9,HI,KILAUEA 1134,,,NA,TRADITIONAL,6856,68.56,S,133.1
6829,USC00514735,22.0758,-159.7589,11,HI,KOLO 1033,,,NA,TRADITIONAL,2157,21.57,R,31.5
6830,USC00514758,22.1903,-159.3847,149.4,HI,KOLOKO RSVR 1137,,,NA,TRADITIONAL,7775,77.75,S,155
6831,USC00514765,19.8297,-155.9845,6.1,HI,KONA VILLAGE 93.8,,,NA,TRADITIONAL,1054,10.54,S,18.9
6832,USC00514806,20.8931,-156.3031,341.4,HI,KUIAHA 490.7,,,NA,TRADITIONAL,8491,84.91,R,143.2
6833,USC00514815,20.0333,-155.35,256,HI,KUKAIAU 222,,,NA,TRADITIONAL,11098,110.98,R,135.6
6834,USC00514928,20.1167,-155.5833,298.7,HI,KUKUIHAELE HIC 199,,,NA,TRADITIONAL,8821,88.21,R,137
6835,USC00514938,20.1333,-155.5667,91.4,HI,KUKUIHAELE MILL 206,,,NA,TRADITIONAL,6884,68.84,R,110.9
6836,USC00515000,20.7583,-156.3211,944.9,HI,KULA BRANCH STN 324.5,,,91198,TRADITIONAL,2325,23.25,S,37.4
6837,USC00515004,20.7008,-156.3561,923.5,HI,KULA HOSPITAL 267,,,NA,TRADITIONAL,3076,30.76,S,45.2
6838,USC00515011,19.5494,-155.3011,1575.8,HI,KULANI CAMP 79,,,NA,TRADITIONAL,10459,104.59,R,156.4
6839,USC00515275,20.7894,-156.9486,396.2,HI,LANAI AP 656,,,NA,TRADITIONAL,1559,15.59,R,26.7
6840,USC00515330,19.6667,-155.9667,466.3,HI,LANIHAU 68.2,,,NA,TRADITIONAL,5000,50,S,87.7
6841,USC00515758,21.4783,-158.1964,76.2,HI,MAKAHA CTRY CLUB 800.3,,,NA,TRADITIONAL,2459,24.59,R,41.4
6842,USC00515761,19.9742,-155.5481,1164.3,HI,MAKAHALAU 103,,,NA,TRADITIONAL,2303,23.03,S,28.2
6843,USC00515842,20.6419,-156.44,26.8,HI,MAKENA GOLF CRS 249.1,,,NA,TRADITIONAL,1607,16.07,S,24.8
6844,USC00515864,21.9189,-159.6278,42.7,HI,MAKAWELI 965,,,NA,TRADITIONAL,2304,23.04,R,32.6
6845,USC00516082,22.03,-159.7628,6.1,HI,MANA 1026,,,NA,TRADITIONAL,2272,22.72,R,31.7
6846,USC00516122,21.3111,-157.8145,61,HI,MANOA 712.1,,,NA,TRADITIONAL,6509,65.09,S,144.8
6847,USC00516128,21.3331,-157.8025,152.4,HI,MANOA LYON ARBO 785.2,,,NA,TRADITIONAL,15225,152.25,S,208.6
6848,USC00516130,21.3283,-157.7914,198.1,HI,MANOA TUN 2 716,,,NA,TRADITIONAL,14197,141.97,R,203.8
6849,USC00516304,19.2069,-155.8817,356.6,HI,MILOLII 2.34,,,NA,TRADITIONAL,2443,24.43,R,43.4
6850,USC00516395,21.3478,-157.8911,9.8,HI,MOANALUA 770,,,NA,TRADITIONAL,3223,32.23,S,68.5
6851,USC00516850,22.0331,-159.7406,381,HI,NIU RIDGE 1035,,,NA,TRADITIONAL,2678,26.78,R,34.3
6852,USC00516928,21.3528,-157.8078,307.8,HI,NUUANU RSCH 4 783,,,NA,TRADITIONAL,10640,106.4,S,168.9
6853,USC00517000,20.6617,-156.0442,28,HI,OHE'O 258.6,,,NA,TRADITIONAL,8402,84.02,S,182.7
6854,USC00517131,20.0167,-155.2833,131.1,HI,OOKALA 223,,,NA,TRADITIONAL,11717,117.17,R,152.8
6855,USC00517166,19.2706,-155.8747,414.5,HI,OPIHIHALE NO 2 24.1,,,NA,TRADITIONAL,3658,36.58,S,70.1
6856,USC00517204,20.0833,-155.4333,126.5,HI,PAAUHAU 217,,,NA,TRADITIONAL,7387,73.87,R,109.8
6857,USC00517312,20.0386,-155.3683,243.8,HI,PAAUILO 221,,,NA,TRADITIONAL,9648,96.48,S,114.9
6858,USC00517540,21.2806,-157.7336,1.5,HI,PAIKO DRIVE 723.4,,,NA,TRADITIONAL,2655,26.55,S,51.3
6859,USC00517566,20.9069,-156.3742,51.8,HI,PAIA 406,,,NA,TRADITIONAL,2985,29.85,S,67.7
6860,USC00517656,21.3733,-157.7856,128,HI,PALI GOLF COURSE 788.1,,,NA,TRADITIONAL,7112,71.12,S,114.2
6861,USC00517664,21.3228,-157.7719,287.4,HI,PALOLO VLY 718,,,NA,TRADITIONAL,12607,126.07,S,191.3
6862,USC00517724,19.7922,-155.1142,207.3,HI,PAPAIKOU MAUKA 2 140.4,,,NA,TRADITIONAL,14985,149.85,R,206.9
6863,USC00517810,21.3447,-157.8058,499.9,HI,PAUOA FLATS 784,,,NA,TRADITIONAL,15746,157.46,S,212
6864,USC00518060,20.8156,-156.5072,53.6,HI,POHAKEA BRG 307.2,,,NA,TRADITIONAL,1758,17.58,R,25.5
6865,USC00518165,22.2181,-159.4828,66.1,HI,PRINCEVILLE RCH 1117,,,NA,TRADITIONAL,7776,77.76,S,151.1
6866,USC00518205,22.0322,-159.6928,487.7,HI,PUEHU RIDGE 1040,,,NA,TRADITIONAL,3065,30.65,R,39.5
6867,USC00518316,21.3103,-157.8458,103,HI,PUNCHBOWL CRATER 709,,,NA,TRADITIONAL,3279,32.79,S,72.7
6868,USC00518422,20.0256,-155.8219,40.5,HI,PUUKOHOLA HEIAU 98.1,,,NA,TRADITIONAL,1060,10.6,S,16.8
6869,USC00518500,21.3814,-158.1197,509.9,HI,PUU MANAWAHUA 725.6,,,NA,TRADITIONAL,3090,30.9,R,53.2
6870,USC00518543,20.8572,-156.4314,69.8,HI,PUUNENE 396,,,NA,TRADITIONAL,1813,18.13,S,29.6
6871,USC00518552,19.4183,-155.9111,4.6,HI,PUUHONUAOHONAUNAU 27.4,,,NA,TRADITIONAL,2524,25.24,R,46.9
6872,USC00518600,19.1336,-155.5114,24.4,HI,SEA MTN 12.15,,,NA,TRADITIONAL,3764,37.64,R,48.6
6873,USC00518652,19.1047,-155.7867,719.3,HI,SOUTH KONA 2 2.32,,,NA,TRADITIONAL,2276,22.76,R,40.4
6874,USC00518688,20.8939,-156.4103,27.4,HI,SPRECKELSVILLE 400,,,NA,TRADITIONAL,2294,22.94,S,43.4
6875,USC00518830,20.25,-155.8833,18.6,HI,UPOLU POINT USCG 159.2,,,91195,TRADITIONAL,3290,32.9,R,75.9
6876,USC00518838,21.4992,-158.0108,306.9,HI,UPPER WAHIAWA 874.3,,,NA,TRADITIONAL,6426,64.26,R,127.7
6877,USC00519025,19.6581,-155.1325,320,HI,WAIAKEA SCD 88.2,,,NA,TRADITIONAL,19296,192.96,S,217.3
6878,USC00519144,19.9094,-155.8753,24.4,HI,WAIKOLOA BCH RSRT 95.9,,,NA,TRADITIONAL,942,9.42,R,13.5
6879,USC00519185,21.2733,-157.7803,3,HI,WAIALAE KAHALA 715,,,NA,TRADITIONAL,2502,25.02,S,49
6880,USC00519231,21.4331,-158.1828,7.6,HI,WAIANAE 798,,,NA,TRADITIONAL,2063,20.63,R,27.6
6881,USC00519253,21.9944,-159.7314,3,HI,WAIAWA 943,,,NA,TRADITIONAL,2001,20.01,R,29.6
6882,USC00519275,20.9189,-156.5125,97.5,HI,WAIEHU CAMP 484,,,NA,TRADITIONAL,3412,34.12,R,60.8
6883,USC00519281,21.4517,-157.8489,32.9,HI,WAIHEE 837.5,,,NA,TRADITIONAL,7496,74.96,R,138.7
6884,USC00519315,20.9414,-156.5247,91.4,HI,WAIHEE VLY 482,,,NA,TRADITIONAL,4517,45.17,R,80.8
6885,USC00519397,21.2717,-157.8167,3,HI,WAIKIKI 717.2,,,NA,TRADITIONAL,2235,22.35,S,38
6886,USC00519484,20.8997,-156.5155,164.6,HI,WAILUKU 386,,,NA,TRADITIONAL,3350,33.5,R,56.2
6887,USC00519523,21.3356,-157.7114,19.5,HI,WAIMANALO EXP F 795.1,,,91184,TRADITIONAL,4327,43.27,S,74.2
6888,USC00519603,21.6369,-158.0536,12.5,HI,WAIMEA VALLEY  892.2,,,NA,TRADITIONAL,5467,54.67,S,121.4
6889,USC00519629,21.9592,-159.6758,6.1,HI,WAIMEA 947,,,NA,TRADITIONAL,2176,21.76,R,27.9
6890,USC00519980,21.2989,-157.7847,335.3,HI,WILHELMINA RISE 721,,,NA,TRADITIONAL,4486,44.86,S,102.1
6891,USW00003017,39.8328,-104.6575,1650.2,CO,DENVER INTL AP,,,72565,TRADITIONAL,1430,14.3,R,34.9
6892,USW00003103,35.1442,-111.6664,2134.5,AZ,FLAGSTAFF PULLIAM AP,,,72375,TRADITIONAL,2186,21.86,S,48.6
6893,USW00003104,33.6267,-116.1594,-36,CA,DESERT RESORTS RGNL AP,,,NA,TRADITIONAL,320,3.2,R,8
6894,USW00003122,33.8017,-118.3411,27.4,CA,TORRANCE AP,,,NA,TRADITIONAL,1445,14.45,S,22.9
6895,USW00003125,32.8356,-114.3942,98.8,AZ,YUMA PROVING GROUND,,,NA,TRADITIONAL,382,3.82,S,8.1
6896,USW00003145,32.65,-114.6167,64.9,AZ,YUMA MCAS,,,NA,TRADITIONAL,356,3.56,P,8.6
6897,USW00003159,34.7411,-118.2117,712.6,CA,LANCASTER WM J FOX FLD,,,NA,TRADITIONAL,738,7.38,S,16.1
6898,USW00003160,36.6206,-116.0278,984.5,NV,MERCURY DESERT ROCK AP,,,72387,TRADITIONAL,593,5.93,R,14.6
6899,USW00003164,32.6233,-116.4728,801.6,CA,CAMPO,,,NA,TRADITIONAL,1573,15.73,S,29
6900,USW00003170,39.6014,-116.0056,1809.3,NV,EUREKA AIRPORT,,,72477,TRADITIONAL,900,9,R,27.8
6901,USW00003804,39.345,-81.4392,253.3,WV,PARKERSBURG WOOD CO AP,,,72427,TRADITIONAL,4119,41.19,R,84.4
6902,USW00003809,36.0003,-89.41,91.4,TN,DYERSBURG III GOLF,,,NA,TRADITIONAL,5103,51.03,R,74.1
6903,USW00003810,35.7425,-81.3819,348.4,NC,HICKORY FAA AP,,,72301,TRADITIONAL,4626,46.26,S,74.7
6904,USW00003811,35.5931,-88.9167,132,TN,JACKSON MCKELLAR AP,,,NA,TRADITIONAL,5327,53.27,S,73.6
6905,USW00003812,35.4319,-82.5375,645.3,NC,ASHEVILLE RGNL AP,,,72315,TRADITIONAL,4557,45.57,S,78.1
6906,USW00003813,32.6847,-83.6528,104.5,GA,MACON MIDDLE GA RGNL AP,,,72217,TRADITIONAL,4568,45.68,C,68.9
6907,USW00003816,37.0683,-88.7719,119.5,KY,PADUCAH,,,72435,TRADITIONAL,4908,49.08,C,74.1
6908,USW00003820,33.3644,-81.9633,40.2,GA,AUGUSTA BUSH FLD AP,,,72218,TRADITIONAL,4357,43.57,C,67.9
