,STNID,Lat,Long,Elevation,State,Sta.Name,GSNFlag,HCNFlag,WMOID,Method,ANNprcp_100thIN,ANNprcp_IN,FLAG1,AvgAnnNDS
1,AQC00914000,-14.3167,-170.7667,408.4,AS,AASUFOU,,,NA,TRADITIONAL,21392,213.92,R,203.3
2,AQW00061705,-14.3306,-170.7136,3.7,AS,PAGO PAGO WSO AP,GSN,,91765,TRADITIONAL,12263,122.63,C,160.2
3,CQC00914080,15.2136,145.7497,252.1,MP,CAPITOL HILL 1,,,NA,TRADITIONAL,8339,83.39,P,140.7
4,CQC00914801,14.1717,145.2428,179.2,MP,ROTA AP,,,91221,TRADITIONAL,9124,91.24,R,154.4
5,CQC00914855,15.1189,145.7294,65.5,MP,SAIPAN INTL AP,,,91232,TRADITIONAL,6976,69.76,P,129.6
6,CQC00914874,15,145.6333,81.7,MP,TINIAN,,,91231,TRADITIONAL,7868,78.68,P,142.9
7,FMC00914213,9.4508,138.062,15.2,FM,GILMAN,,,NA,TRADITIONAL,11594,115.94,R,166.1
8,FMC00914325,1.0833,154.8,2.7,FM,KAPINGAMARANGI,,,NA,TRADITIONAL,12840,128.4,P,164.3
9,FMC00914395,5.3544,162.9533,2.1,FM,KOSRAE,,,91355,TRADITIONAL,19334,193.34,P,220.9
10,FMC00914419,5.5167,153.8167,1.5,FM,LUKUNOCH,,,NA,TRADITIONAL,14000,140,P,185.3
11,FMC00914429,9.4833,138.0833,10.1,FM,LUWEECH,,,NA,TRADITIONAL,12219,122.19,R,193
12,FMC00914446,9.6053,138.1786,14.9,FM,MAAP,,,NA,TRADITIONAL,11115,111.15,R,170.5
13,FMC00914482,6.8456,158.3064,9.1,FM,METALANIM,,,NA,TRADITIONAL,15905,159.05,R,206.5
14,FMC00914585,9.5742,138.1108,3,FM,NORTH FANIF,,,NA,TRADITIONAL,11230,112.3,R,172
15,FMC00914590,3.85,155.0167,2.4,FM,NUKUORO,,,91425,TRADITIONAL,15660,156.6,R,183.6
16,FMC00914705,6.9053,158.1586,45.7,FM,PAIES-KITTI,,,NA,TRADITIONAL,21416,214.16,R,263.8
17,FMC00914720,6.2167,160.7,2.4,FM,PINGELAP,,,NA,TRADITIONAL,15301,153.01,R,191.9
18,FMC00914761,7.35,149.2,2.1,FM,POLOWAT,,,91324,TRADITIONAL,10064,100.64,R,145.7
19,FMC00914808,9.6244,138.1592,19.8,FM,RUMUNG,,,NA,TRADITIONAL,11360,113.6,R,182.6
20,FMC00914831,9.55,138.15,21.3,FM,TAMIL,,,NA,TRADITIONAL,11391,113.91,R,165.7
21,FMC00914892,10.0333,139.8,1.8,FM,ULITHI,,,NA,TRADITIONAL,10152,101.52,R,152
22,FMC00914898,5.2739,162.9742,4,FM,UTWA,,,NA,TRADITIONAL,18972,189.72,P,225.3
23,FMC00914911,7.3833,143.9167,2.1,FM,WOLEAI ATOLL,,,91317,TRADITIONAL,12021,120.21,P,163.2
24,FMW00040308,9.4833,138.0833,13.4,FM,YAP ISLAND WSO AP,GSN,,91413,TRADITIONAL,12093,120.93,C,167.6
25,FMW00040504,6.9667,158.2167,36.6,FM,POHNPEI WSO,GSN,,91348,TRADITIONAL,18122,181.22,S,220
26,FMW00040505,7.45,151.8333,1.5,FM,CHUUK WSO AP,GSN,,91334,TRADITIONAL,13454,134.54,S,181.4
27,GQC00914001,13.3894,144.6575,3,GU,AGAT,,,NA,TRADITIONAL,9350,93.5,P,151
28,GQC00914025,13.5761,144.9281,190.2,GU,ANDERSEN AFB GUAM,,,NA,TRADITIONAL,9186,91.86,P,147.5
29,GQC00914156,13.52,144.8472,106.7,GU,DEDEDO,,,NA,TRADITIONAL,9666,96.66,P,174.6
30,GQC00914468,13.4528,144.7981,18.3,GU,MANGILAO,,,NA,TRADITIONAL,9014,90.14,P,153.1
31,GQC00914950,13.5478,144.8928,160,GU,YIGO,,,NA,TRADITIONAL,7259,72.59,P,115.2
32,GQW00041415,13.4836,144.7961,77.4,GU,GUAM INTL AP,GSN,,91212,TRADITIONAL,9764,97.64,S,161.7
33,JQW00021603,16.7333,-169.5167,3,UM,JOHNSTON ISLAND,,,91275,TRADITIONAL,2647,26.47,P,57.8
34,MQW00022701,28.2,-177.3833,5.5,UM,MIDWAY HENDERSON FLD AP,,,91066,TRADITIONAL,3911,39.11,P,75.4
35,PSC00914519,7.45,134.5,31.1,PW,NEKKEN FORESTRY,,,NA,TRADITIONAL,14540,145.4,R,200.8
36,PSW00040309,7.3333,134.4833,28.7,PW,KOROR WSO,GSN,,91408,TRADITIONAL,14764,147.64,C,187
37,RMC00913915,7.2667,168.8333,1.8,MH,AILINGLAPALAP,,,NA,TRADITIONAL,11295,112.95,R,160.4
38,RMC00914304,5.9167,169.65,1.8,MH,JALUIT,,,91369,TRADITIONAL,12630,126.3,R,168.9
39,RMC00914487,6.0833,171.7333,3,MH,MILI,,,91378,TRADITIONAL,11952,119.52,R,167.6
40,RMC00914903,9.4667,170.25,1.8,MH,WOTJE,,,91371,TRADITIONAL,5848,58.48,R,104.2
41,RMW00040604,8.7333,167.7333,2.1,MH,KWAJALEIN,GSN,,91366,TRADITIONAL,9372,93.72,S,144.6
42,RMW00040710,7.0833,171.3833,3,MH,MAJURO WBAS AP,GSN,,91376,TRADITIONAL,12742,127.42,C,172.4
43,RQC00660040,18.1469,-66.4919,598.9,PR,ACEITUNA WATER TREATMENT PLANT,,,NA,TRADITIONAL,7645,76.45,S,83.5
44,RQC00660053,18.1614,-66.7222,506,PR,ADJUNTAS 1 S,,,NA,TRADITIONAL,7764,77.64,R,94.9
45,RQC00660061,18.1747,-66.7978,557.8,PR,ADJUNTAS SUBSTN,,,NA,TRADITIONAL,7861,78.61,S,111.7
46,RQC00660152,17.9556,-66.2222,7.6,PR,AGUIRRE,,,NA,TRADITIONAL,3972,39.72,S,63.9
47,RQC00660158,18.1281,-66.2642,710.2,PR,AIBONITO 1 S,,,NA,TRADITIONAL,6023,60.23,R,99.8
48,RQC00660426,18.3494,-66.7525,323.1,PR,ARECIBO OBSY,,,NA,TRADITIONAL,8413,84.13,S,120.6
49,RQC00660668,18.4286,-66.5631,73.2,PR,BARCELONETA 3 SW,,,NA,TRADITIONAL,6256,62.56,R,113.9
50,RQC00660948,17.9906,-66.8161,4.6,PR,BOCA,,,NA,TRADITIONAL,3726,37.26,R,56.3
51,RQC00661142,18.2258,-66.5039,554.7,PR,CACAOS-OROCOVIS,,,NA,TRADITIONAL,8486,84.86,S,116.7
52,RQC00661309,18.2333,-66.05,79.2,PR,CAGUAS 1 W,,,NA,TRADITIONAL,6099,60.99,R,113.3
53,RQC00661345,18.4725,-67.1156,85,PR,CALERO CAMP,,,NA,TRADITIONAL,5772,57.72,S,95.2
54,RQC00661590,18.3792,-65.8939,9.1,PR,CANOVANAS,,,NA,TRADITIONAL,7730,77.3,S,151
55,RQC00661901,18.1189,-66.1658,395,PR,CAYEY 1 E,,,NA,TRADITIONAL,5909,59.09,R,99.1
56,RQC00662316,17.9833,-66.8167,9.1,PR,CENTRAL SAN FRANCISCO,,,NA,TRADITIONAL,3330,33.3,R,51.4
57,RQC00662330,18.2764,-66.5194,291.1,PR,CERRO GORDO CIALES,,,NA,TRADITIONAL,8429,84.29,R,115.6
58,RQC00662336,18.1547,-66.562,1219.8,PR,CERRO MARAVILLA,,,NA,TRADITIONAL,9932,99.32,R,141.4
59,RQC00662634,18.1833,-66.15,426.7,PR,CIDRA 1 E,,,NA,TRADITIONAL,6490,64.9,R,125
60,RQC00662723,18.0664,-66.3781,111.3,PR,COAMO 2 SW,,,NA,TRADITIONAL,4282,42.82,R,66.7
61,RQC00662801,18.3808,-67.1569,12.2,PR,COLOSO,,,NA,TRADITIONAL,7578,75.78,R,111.4
62,RQC00662934,18.3267,-66.3592,198.1,PR,COROZAL SUBSTN,,,NA,TRADITIONAL,7776,77.76,R,110.3
63,RQC00663023,18.0836,-66.6547,175,PR,CORRAL VIEJO,,,NA,TRADITIONAL,6228,62.28,S,90.3
64,RQC00663409,18.4722,-66.3058,1.5,PR,DORADO 2 WNW,,,NA,TRADITIONAL,6445,64.45,R,119.3
65,RQC00663431,18.3361,-66.6667,61,PR,DOS BOCAS,,,NA,TRADITIONAL,7646,76.46,S,110.5
66,RQC00663532,17.9728,-66.9458,45.7,PR,ENSENADA 1 W,,,NA,TRADITIONAL,3377,33.77,S,47.8
67,RQC00663657,18.3103,-65.6631,9.1,PR,FAJARDO,,,NA,TRADITIONAL,6729,67.29,R,115.9
68,RQC00663904,18.3964,-66.9244,202.1,PR,GUAJATACA DAM,,,NA,TRADITIONAL,7612,76.12,S,105.3
69,RQC00664126,18.0742,-66.4967,112.8,PR,GUAYABAL,,,NA,TRADITIONAL,4973,49.73,R,81.2
70,RQC00664193,17.9783,-66.0875,21.9,PR,GUAYAMA 2E,,,NA,TRADITIONAL,5457,54.57,R,89.3
71,RQC00664276,18.2583,-65.9922,48.8,PR,GURABO SUBSTN,,,NA,TRADITIONAL,6506,65.06,S,109.1
72,RQC00664340,18.45,-66.7667,64.9,PR,HATO ARRIBA ARECIBO,,,NA,TRADITIONAL,5603,56.03,R,89.1
73,RQC00664702,18.4653,-67.0525,128,PR,ISABELA SUBSTN,,,NA,TRADITIONAL,6496,64.96,R,105.3
74,RQC00664867,18.0717,-66.1428,719.3,PR,JAJOME ALTO,,,NA,TRADITIONAL,7615,76.15,S,132.4
75,RQC00664910,18.215,-66.5931,469.4,PR,JAYUYA,,,NA,TRADITIONAL,8253,82.53,R,117
76,RQC00665020,18.0514,-66.4986,79.9,PR,JUANA DIAZ CAMP,,,NA,TRADITIONAL,4215,42.15,R,52.5
77,RQC00665064,18.2264,-65.9114,64.9,PR,JUNCOS 1 SE,,,NA,TRADITIONAL,6837,68.37,S,116
78,RQC00665097,18.0331,-67.0722,27.4,PR,LAJAS SUBSTN,,,NA,TRADITIONAL,4798,47.98,R,71.2
79,RQC00665123,18.3167,-66.1,88.4,PR,LA MUDA CAGUAS,,,NA,TRADITIONAL,7263,72.63,R,119.5
80,RQC00665807,18.4308,-66.4661,76.2,PR,MANATI 2 E,,,NA,TRADITIONAL,6164,61.64,R,103.9
81,RQC00666050,18.0094,-65.8989,14.9,PR,MAUNABO,,,NA,TRADITIONAL,7218,72.18,R,131.4
82,RQC00666073,18.1875,-67.1378,22.6,PR,MAYAGUEZ CITY,,,NA,TRADITIONAL,5945,59.45,R,93.9
83,RQC00666083,18.2539,-67.1486,11.6,PR,MAYAGUEZ AIRPORT,,,NA,TRADITIONAL,8533,85.33,S,113.8
84,RQC00666258,18.0908,-67.9442,2.1,PR,MONA ISLAND 2,,,NA,TRADITIONAL,3901,39.01,R,69.6
85,RQC00666270,18.3794,-66.5153,195.1,PR,MONTE BELLO MANATI,,,NA,TRADITIONAL,6613,66.13,R,107.4
86,RQC00666361,18.4736,-67.0289,125,PR,MORA CAMP,,,NA,TRADITIONAL,6063,60.63,S,100.4
87,RQC00666390,18.3344,-66.4078,182.9,PR,MOROVIS 1 N,,,NA,TRADITIONAL,7309,73.09,S,109.2
88,RQC00666514,18.2886,-66.3433,538.3,PR,NEGRO -COROZAL,,,NA,TRADITIONAL,7531,75.31,S,120.6
89,RQC00666805,18.265,-65.7208,109.7,PR,PARAISO,,,NA,TRADITIONAL,10013,100.13,S,175.2
90,RQC00666900,18.0025,-66.0128,13.7,PR,PATILLAS,,,NA,TRADITIONAL,5574,55.74,R,100.2
91,RQC00666983,18.0586,-66.7183,143.3,PR,PENUELAS 1 E,,,NA,TRADITIONAL,5827,58.27,R,89
92,RQC00666992,18.2708,-65.7592,1051,PR,PICO DEL ESTE,,,NA,TRADITIONAL,17248,172.48,R,248.9
93,RQC00667292,18.0258,-66.5253,21.3,PR,PONCE 4 E,,,NA,TRADITIONAL,3847,38.47,S,58.2
94,RQC00667295,17.985,-66.6294,3,PR,PONCE CITY,,,NA,TRADITIONAL,2901,29.01,R,38.5
95,RQC00668144,18.2433,-65.785,39.6,PR,RIO BLANCO LOWER,,,NA,TRADITIONAL,10711,107.11,R,182.7
96,RQC00668306,18.3906,-66.0542,28,PR,RIO PIEDRAS EXP STN,,,NA,TRADITIONAL,7078,70.78,R,129.6
97,RQC00668815,18.1517,-65.9589,155.4,PR,SAN LORENZO 3S,,,NA,TRADITIONAL,9474,94.74,S,191.6
98,RQC00668940,17.9692,-66.3772,9.1,PR,SANTA ISABEL 2 ENE,,,NA,TRADITIONAL,3627,36.27,S,52.2
99,RQC00669421,18.4333,-66.2667,7.9,PR,TOA BAJA 1 SSW,,,NA,TRADITIONAL,6776,67.76,R,111.8
100,RQC00669432,18.1731,-66.4928,868.1,PR,TORO NEGRO FOREST,,,NA,TRADITIONAL,9294,92.94,R,116.4
101,RQC00669521,18.3283,-66.0164,35.1,PR,TRUJILLO ALTO 2 SSW,,,NA,TRADITIONAL,7056,70.56,R,116.2
102,RQC00669608,18.2617,-66.6864,158.5,PR,UTUADO,,,NA,TRADITIONAL,7178,71.78,R,101.5
103,RQC00669774,18.1094,-66.5056,120.4,PR,VILLALBA 1 SE,,,NA,TRADITIONAL,5762,57.62,R,68.6
104,RQC00669860,18.0436,-66.8606,53.9,PR,YAUCO 1 NW,,,NA,TRADITIONAL,4748,47.48,S,72.1
105,RQW00011603,18.4981,-67.1294,66.4,PR,BORINQUEN AP,,,NA,TRADITIONAL,5472,54.72,R,91.2
106,RQW00011630,18.255,-65.6408,10.1,PR,ROOSEVELT ROADS,,,NA,TRADITIONAL,5234,52.34,R,102.7
107,RQW00011641,18.4325,-66.0108,2.7,PR,SAN JUAN L M MARIN AP,GSN,,78526,TRADITIONAL,5635,56.35,S,108.6
108,USC00010008,31.5703,-85.2483,139,AL,ABBEVILLE,,,NA,TRADITIONAL,5551,55.51,S,73.9
109,USC00010063,34.2553,-87.1814,249.3,AL,ADDISON,,,NA,TRADITIONAL,5824,58.24,R,80.5
110,USC00010140,32.2322,-87.4103,53.3,AL,ALBERTA,,,NA,TRADITIONAL,5431,54.31,S,73.3
111,USC00010160,32.9453,-85.9481,195.1,AL,ALEXANDER CITY,,,NA,TRADITIONAL,5562,55.62,S,78.5
112,USC00010178,33.1272,-88.155,59.4,AL,ALICEVILLE,,,NA,TRADITIONAL,5617,56.17,R,72.8
113,USC00010184,33.21,-88.2878,50.3,AL,ALICEVILLE L&D,,,NA,TRADITIONAL,5314,53.14,S,72.3
114,USC00010252,31.3072,-86.5225,76.2,AL,ANDALUSIA 3 W,,,NA,TRADITIONAL,5997,59.97,R,72.6
115,USC00010369,33.2942,-85.7789,311.5,AL,ASHLAND 3 ENE,,,NA,TRADITIONAL,5815,58.15,R,79.7
116,USC00010390,34.7753,-86.9508,210,AL,ATHENS,,,NA,TRADITIONAL,5689,56.89,R,83.4
117,USC00010402,31.1819,-87.4389,91.4,AL,ATMORE,,,NA,TRADITIONAL,6269,62.69,R,79.8
118,USC00010425,32.5992,-85.4653,166.1,AL,AUBURN NO.2,,,NA,TRADITIONAL,5357,53.57,R,77.2
119,USC00010430,32.6,-85.5,198.7,AL,AUBURN AGRONOMY FARM,,,NA,TRADITIONAL,5255,52.55,R,75.8
120,USC00010440,32.4706,-86.68,61,AL,AUTAUGAVILLE 3 N,,,NA,TRADITIONAL,5156,51.56,R,73.5
121,USC00010505,33.4528,-87.3572,85.3,AL,BANKHEAD LOCK & DAM,,,NA,TRADITIONAL,5984,59.84,S,82.6
122,USC00010583,30.8839,-87.7853,82.6,AL,BAY MINETTE,,,NA,TRADITIONAL,6890,68.9,S,82.7
123,USC00010655,34.6908,-86.8825,182.9,AL,BELLE MINA 2 N,,,NA,TRADITIONAL,5321,53.21,R,80
124,USC00010764,33.3953,-87.0078,135.6,AL,BESSEMER 3 WSW,,,NA,TRADITIONAL,5712,57.12,S,81.4
125,USC00010957,34.2008,-86.1633,326.1,AL,BOAZ,,,NA,TRADITIONAL,5436,54.36,R,80.4
126,USC00011080,31.1414,-87.0486,48.8,AL,BREWTON 3 ENE,,,NA,TRADITIONAL,7073,70.73,S,84.4
127,USC00011084,31.0581,-87.0547,25.9,AL,BREWTON 3 SSE,,HCN,NA,TRADITIONAL,6585,65.85,S,87.1
128,USC00011099,34.9786,-85.8008,204.2,AL,BRIDGEPORT 5 NW,,,NA,TRADITIONAL,6011,60.11,R,83.5
129,USC00011178,31.7056,-85.8369,138.7,AL,BRUNDIDGE,,,NA,TRADITIONAL,5736,57.36,R,71.6
130,USC00011288,33.0944,-86.7456,161.5,AL,CALERA,,,NA,TRADITIONAL,5528,55.28,R,75
131,USC00011301,32.0289,-87.3167,71.6,AL,CAMDEN 3 NW,,,NA,TRADITIONAL,5585,55.85,R,75.2
132,USC00011377,33.8464,-87.4872,136.6,AL,CARBON HILL 4SE,,,NA,TRADITIONAL,5762,57.62,R,74.6
133,USC00011620,33.285,-86.3431,127.4,AL,CHILDERSBURG WTR PL,,,NA,TRADITIONAL,5347,53.47,S,78.1
134,USC00011690,31.6167,-87.55,15.2,AL,CLAIBORNE L&D,,,NA,TRADITIONAL,5283,52.83,R,73.2
135,USC00011694,32.8203,-86.6522,185.9,AL,CLANTON,,,NA,TRADITIONAL,5788,57.88,R,78.3
136,USC00011810,31.7556,-88.1283,14,AL,COFFEEVILLE L&D,,,NA,TRADITIONAL,5294,52.94,S,72.2
137,USC00012096,34.1925,-86.7972,247.2,AL,CULLMAN NAHS,,,NA,TRADITIONAL,5862,58.62,R,85
138,USC00012172,30.2506,-88.0775,2.4,AL,DAUPHIN ISLAND #2,,,NA,TRADITIONAL,6138,61.38,R,72.2
139,USC00012245,32.5192,-87.88,30.5,AL,DEMOPOLIS L&D,,,NA,TRADITIONAL,5452,54.52,S,76.7
140,USC00012577,31.4239,-86.0667,59.4,AL,ELBA,,,NA,TRADITIONAL,5804,58.04,R,77.2
141,USC00012675,31.2975,-85.8997,102.7,AL,ENTERPRISE 4 W,,,NA,TRADITIONAL,5431,54.31,R,70.1
142,USC00012730,32.0111,-85.09,70.1,AL,EUFAULA WILDLIFE REF,,,NA,TRADITIONAL,5014,50.14,R,66.7
143,USC00012758,31.445,-86.9533,88.4,AL,EVERGREEN,,,NA,TRADITIONAL,6102,61.02,S,80.1
144,USC00012813,30.5467,-87.8808,7,AL,FAIRHOPE 2 NE,,HCN,NA,TRADITIONAL,6787,67.87,S,80.1
145,USC00012840,34.3667,-86.8833,190.5,AL,FALKVILLE 1 E,,,NA,TRADITIONAL,5404,54.04,R,79
146,USC00012883,33.6847,-87.8214,111.3,AL,FAYETTE,,,NA,TRADITIONAL,5550,55.5,R,77.8
147,USC00013043,34.4406,-85.7236,279.5,AL,FT PAYNE,,,NA,TRADITIONAL,5413,54.13,R,77.6
148,USC00013154,34.0219,-85.9878,172.2,AL,GADSDEN,,,NA,TRADITIONAL,5459,54.59,R,80.4
149,USC00013160,32.8347,-88.1342,38.1,AL,GAINESVILLE LOCK,,HCN,NA,TRADITIONAL,5266,52.66,S,71.8
150,USC00013251,31.0383,-85.8708,44.2,AL,GENEVA #2,,,NA,TRADITIONAL,5911,59.11,S,75.9
151,USC00013271,31.6772,-86.8061,91.4,AL,GEORGIANA,,,NA,TRADITIONAL,5918,59.18,R,73.2
152,USC00013430,33.6667,-87.1833,106.7,AL,GORGAS 2 ENE,,,NA,TRADITIONAL,5584,55.84,R,80.2
153,USC00013511,32.7019,-87.5817,67.1,AL,GREENSBORO,,HCN,NA,TRADITIONAL,5348,53.48,S,71.2
154,USC00013519,31.79,-86.6086,104.2,AL,GREENVILLE,,,NA,TRADITIONAL,5736,57.36,S,74.5
155,USC00013573,34.3344,-86.3297,176.2,AL,GUNTERSVILLE,,,NA,TRADITIONAL,5333,53.33,R,76.1
156,USC00013575,34.3347,-86.3294,181.4,AL,GUNTERSVILLE NO.2,,,NA,TRADITIONAL,5480,54.8,R,76.2
157,USC00013620,34.2314,-87.6353,280.4,AL,HALEYVILLE,,,NA,TRADITIONAL,6225,62.25,R,85
158,USC00013645,34.0967,-87.9914,132.6,AL,HAMILTON 3 S,,,NA,TRADITIONAL,5972,59.72,S,79.8
159,USC00013655,34.0675,-86.7917,180.4,AL,HANCEVILLE,,,NA,TRADITIONAL,5686,56.86,R,82
160,USC00013761,31.3625,-85.3397,112.8,AL,HEADLAND,,,NA,TRADITIONAL,5377,53.77,S,76.2
161,USC00013775,33.6483,-85.6006,259.1,AL,HEFLIN,,,NA,TRADITIONAL,5505,55.05,S,79.9
162,USC00013781,33.2725,-86.8336,146.3,AL,HELENA,,,NA,TRADITIONAL,5503,55.03,R,76.5
163,USC00013816,31.8814,-86.2503,132,AL,HIGHLAND HOME,,HCN,NA,TRADITIONAL,5572,55.72,R,73.5
164,USC00013930,33.2533,-87.45,59.4,AL,HOLT LOCK & DAM,,,NA,TRADITIONAL,5046,50.46,S,77.7
165,USC00014080,32.2464,-85.4142,122.5,AL,HURTSBORO,,,NA,TRADITIONAL,5040,50.4,R,72.8
166,USC00014193,31.5253,-87.9278,67.1,AL,JACKSON,,,NA,TRADITIONAL,6018,60.18,R,75.6
167,USC00014209,33.8164,-85.7661,209.7,AL,JACKSONVILLE,,,NA,TRADITIONAL,5176,51.76,R,76.4
168,USC00014226,33.9047,-87.3153,148.1,AL,JASPER,,,NA,TRADITIONAL,5967,59.67,R,85.6
169,USC00014274,32.3236,-86.7828,44.5,AL,JONES BLUFF L&D,,,NA,TRADITIONAL,5191,51.91,S,73.1
170,USC00014306,32.6189,-86.2544,88.4,AL,JORDAN DAM,,,NA,TRADITIONAL,4757,47.57,R,64.1
171,USC00014431,31.2403,-86.1947,82.3,AL,KINSTON,,,NA,TRADITIONAL,5984,59.84,R,77
172,USC00014502,32.9069,-85.4336,225.6,AL,LAFAYETTE 2W,,,NA,TRADITIONAL,5455,54.55,R,79
173,USC00014603,32.9633,-86.5203,128,AL,LAY DAM,,,NA,TRADITIONAL,4914,49.14,R,70.8
174,USC00014619,33.5444,-86.5275,193.9,AL,LEEDS,,,NA,TRADITIONAL,5722,57.22,R,72.5
175,USC00014798,32.5811,-88.1897,39,AL,LIVINGSTON,,,NA,TRADITIONAL,5608,56.08,R,66.5
176,USC00014866,33.4258,-86.3386,137.2,AL,LOGAN MARTIN DAM,,,NA,TRADITIONAL,5186,51.86,R,73.7
177,USC00015112,32.7028,-87.2681,52.4,AL,MARION 7 NE,,,NA,TRADITIONAL,5562,55.62,R,78.1
178,USC00015121,32.4714,-87.2314,61,AL,MARION JUNCTION 2 NE,,,NA,TRADITIONAL,5367,53.67,S,78.5
179,USC00015420,32.1003,-87.3983,35.1,AL,MILLERS FERRY L&D,,,NA,TRADITIONAL,5074,50.74,S,71.5
180,USC00015439,32.4419,-85.8889,65.5,AL,MILSTEAD,,,NA,TRADITIONAL,5321,53.21,R,71.9
181,USC00015465,32.8044,-86.4464,106.7,AL,MITCHELL DAM,,,NA,TRADITIONAL,5214,52.14,R,73.8
182,USC00015537,33.0981,-86.8658,125,AL,MONTEVALLO,,,NA,TRADITIONAL,5732,57.32,R,79.9
183,USC00015635,34.4883,-87.2989,189.6,AL,MOULTON 2,,,NA,TRADITIONAL,5716,57.16,S,85.4
184,USC00015658,32.9964,-87.6319,36.6,AL,MOUNDVILLE,,,NA,TRADITIONAL,5603,56.03,R,75.9
185,USC00016000,33.3264,-86.7561,176.8,AL,OAK MTN STATE PARK HQ,,,NA,TRADITIONAL,5891,58.91,R,80.6
186,USC00016121,33.9478,-86.4692,271.9,AL,ONEONTA,,,NA,TRADITIONAL,5541,55.41,R,75.1
187,USC00016129,32.6592,-85.4492,195.1,AL,OPELIKA,,,NA,TRADITIONAL,5473,54.73,R,77
188,USC00016246,33.745,-86.6417,220.1,AL,PALMERDALE,,,NA,TRADITIONAL,5625,56.25,S,80.3
189,USC00016334,32.2258,-88.0281,25.9,AL,PENNINGTON 2 NE,,,NA,TRADITIONAL,5805,58.05,R,75.9
190,USC00016436,31.8817,-86.9861,80.8,AL,PINE APPLE,,,NA,TRADITIONAL,5612,56.12,S,73.9
191,USC00016478,33.6906,-86.685,185.3,AL,PINSON,,,NA,TRADITIONAL,5409,54.09,S,78.2
192,USC00016847,33.3753,-88.02,72.5,AL,REFORM,,,NA,TRADITIONAL,5672,56.72,S,78.6
193,USC00016988,30.5653,-87.7017,49.1,AL,ROBERTSDALE,,,NA,TRADITIONAL,6732,67.32,R,80.9
194,USC00017020,32.8711,-86.1758,182.9,AL,ROCKFORD 3 ESE,,,NA,TRADITIONAL,5658,56.58,R,74.2
195,USC00017025,33.1581,-85.2911,228.6,AL,ROCK MILLS,,,NA,TRADITIONAL,5296,52.96,R,72.2
196,USC00017131,34.51,-87.7319,253,AL,RUSSELLVILLE NO 2,,,NA,TRADITIONAL,5662,56.62,R,74
197,USC00017157,34.1736,-86.8133,243.8,AL,SAINT BERNARD,,HCN,NA,TRADITIONAL,5913,59.13,R,78.9
198,USC00017207,34.2878,-85.9681,362.7,AL,SAND MT SUBSTN,,,NA,TRADITIONAL,5365,53.65,R,80.8
199,USC00017304,34.6736,-86.0536,187.5,AL,SCOTTSBORO,,HCN,NA,TRADITIONAL,5694,56.94,R,79.8
200,USC00017366,32.4111,-87.0144,44.8,AL,SELMA,,HCN,NA,TRADITIONAL,5109,51.09,S,69.8
201,USC00017947,33.8997,-88.1325,106.7,AL,SULLIGENT,,,NA,TRADITIONAL,5812,58.12,R,74.2
202,USC00017999,33.2053,-86.2114,149.4,AL,SYLACAUGA 4 NE,,,NA,TRADITIONAL,5425,54.25,S,78.6
203,USC00018024,33.4164,-86.135,136.6,AL,TALLADEGA,,HCN,NA,TRADITIONAL,5555,55.55,R,78.1
204,USC00018038,32.4392,-86.2025,53.9,AL,TALLAPOOSA WTP,,,NA,TRADITIONAL,4752,47.52,S,68.9
205,USC00018178,31.9172,-87.7347,118.9,AL,THOMASVILLE,,HCN,NA,TRADITIONAL,5781,57.81,S,76.4
206,USC00018209,32.9206,-86.6708,207.3,AL,THORSBY EXP STN,,,NA,TRADITIONAL,5524,55.24,R,76.8
207,USC00018323,31.8075,-85.9722,165.2,AL,TROY,,HCN,NA,TRADITIONAL,5205,52.05,R,68.8
208,USC00018380,33.2119,-87.6161,51.5,AL,TUSCALOOSA ACFD,,HCN,NA,TRADITIONAL,5495,54.95,S,77.4
209,USC00018385,33.2097,-87.5936,46.3,AL,TUSCALOOSA OLIVER DAM,,,NA,TRADITIONAL,5185,51.85,S,75.2
210,USC00018438,32.0142,-85.7464,134.1,AL,UNION SPRINGS 9 S,,HCN,NA,TRADITIONAL,5542,55.42,S,74.8
211,USC00018469,34.5667,-85.6128,323.7,AL,VALLEY HEAD,,HCN,NA,TRADITIONAL,5597,55.97,S,83.6
212,USC00018517,33.7392,-88.1275,90.8,AL,VERNON,,,NA,TRADITIONAL,5733,57.33,R,70.6
213,USC00018605,33.1167,-85.5667,205.7,AL,WADLEY,,,NA,TRADITIONAL,5286,52.86,R,72.5
214,USC00018648,34.0661,-86.3069,259.1,AL,WALNUT GROVE,,,NA,TRADITIONAL,5588,55.88,R,79.3
215,USC00018653,32.7028,-85.8936,125,AL,WALNUT HILL 3 W,,,NA,TRADITIONAL,5619,56.19,R,69.8
216,USC00018673,32.7744,-87.8306,33.5,AL,WARRIOR L&D,,,NA,TRADITIONAL,5602,56.02,S,77.1
217,USC00018755,34.1322,-85.7925,179.8,AL,WEISS DAM,,,NA,TRADITIONAL,4997,49.97,R,74.4
218,USC00018809,33.1186,-87.1267,152.4,AL,WEST BLOCTON,,,NA,TRADITIONAL,5792,57.92,S,80
219,USC00018859,32.5906,-86.2103,78.3,AL,WETUMPKA,,,NA,TRADITIONAL,5129,51.29,S,70.7
220,USC00018867,31.6508,-87.7097,51.8,AL,WHATLEY,,,NA,TRADITIONAL,5948,59.48,R,76.8
